date,sales,promotion,temperature,feature4,feature5
2022-01-03,3,15,2.8,1,0
2022-01-03,6,0,0.0,1,0
2022-01-03,3,5,8.4,1,0
2022-01-03,5,0,0.0,1,0
2022-01-03,3,5,16.9,1,0
2022-01-03,3,0,10.8,1,0
2022-01-03,5,0,0.0,1,0
2022-01-03,2,0,3.5,1,0
2022-01-03,1,0,0.0,1,0
2022-01-03,2,0,16.6,1,0
2022-01-04,6,0,0.0,5,0
2022-01-04,6,0,0.0,5,0
2022-01-04,4,0,0.0,5,0
2022-01-04,4,0,0.0,5,0
2022-01-04,9,15,0.0,5,0
2022-01-04,5,0,0.0,5,0
2022-01-04,4,0,9.1,5,0
2022-01-04,8,0,0.0,5,0
2022-01-04,5,10,0.0,5,0
2022-01-04,7,0,1.9,5,0
2022-01-04,4,0,5.3,5,0
2022-01-04,8,20,0.0,5,0
2022-01-04,9,0,4.7,5,0
2022-01-04,3,0,0.0,5,0
2022-01-04,3,0,10.1,5,0
2022-01-04,7,0,0.0,5,0
2022-01-04,5,0,6.7,5,0
2022-01-04,3,10,0.0,5,0
2022-01-04,5,0,0.0,5,0
2022-01-04,2,0,7.9,5,0
2022-01-04,7,0,9.0,5,0
2022-01-04,4,0,0.0,5,0
2022-01-04,4,0,0.0,5,0
2022-01-04,1,0,2.4,5,0
2022-01-04,2,0,0.0,5,0
2022-01-04,8,0,0.0,5,0
2022-01-04,5,0,0.0,5,0
2022-01-04,2,0,0.0,5,0
2022-01-04,2,5,3.2,5,0
2022-01-04,4,0,15.3,5,0
2022-01-04,4,0,0.0,5,0
2022-01-04,3,0,0.0,5,0
2022-01-04,6,10,0.0,5,0
2022-01-04,5,0,0.0,5,0
2022-01-04,5,0,0.0,5,0
2022-01-04,5,0,17.4,5,0
2022-01-04,3,20,1.6,5,0
2022-01-04,4,10,17.9,5,0
2022-01-04,6,0,9.1,5,0
2022-01-04,6,10,19.3,5,0
2022-01-04,3,0,0.0,5,0
2022-01-04,8,0,10.2,5,0
2022-01-05,2,0,14.8,6,0
2022-01-05,5,0,0.0,6,0
2022-01-05,3,0,12.5,6,0
2022-01-05,8,20,0.0,6,0
2022-01-05,2,0,0.0,6,0
2022-01-05,10,0,16.4,6,0
2022-01-05,6,0,5.6,6,0
2022-01-05,3,0,0.0,6,0
2022-01-05,2,0,0.0,6,0
2022-01-05,9,0,9.6,6,0
2022-01-05,2,0,7.8,6,0
2022-01-05,9,0,2.8,6,0
2022-01-05,4,5,19.2,6,0
2022-01-05,7,20,17.2,6,0
2022-01-05,3,0,6.6,6,0
2022-01-05,5,20,5.8,6,0
2022-01-05,3,20,16.0,6,0
2022-01-05,6,0,1.9,6,0
2022-01-05,2,15,0.0,6,0
2022-01-05,2,0,0.0,6,0
2022-01-05,4,0,0.0,6,0
2022-01-05,3,0,5.0,6,0
2022-01-05,9,0,0.6,6,0
2022-01-05,3,0,0.0,6,0
2022-01-05,3,0,0.0,6,0
2022-01-05,5,15,0.0,6,0
2022-01-05,3,0,0.0,6,0
2022-01-05,4,0,0.2,6,0
2022-01-05,4,0,0.0,6,0
2022-01-05,3,0,0.0,6,0
2022-01-05,9,0,0.0,6,0
2022-01-05,4,0,0.0,6,0
2022-01-05,4,5,16.0,6,0
2022-01-05,4,0,0.0,6,0
2022-01-05,7,0,5.8,6,0
2022-01-05,6,0,19.1,6,0
2022-01-05,6,0,3.6,6,0
2022-01-05,10,0,13.0,6,0
2022-01-05,5,0,13.1,6,0
2022-01-05,5,0,8.0,6,0
2022-01-05,5,0,0.0,6,0
2022-01-05,2,20,8.1,6,0
2022-01-06,4,0,0.0,4,0
2022-01-06,6,15,0.0,4,0
2022-01-06,8,0,0.0,4,0
2022-01-06,8,0,0.6,4,0
2022-01-06,2,0,13.2,4,0
2022-01-06,5,10,16.0,4,0
2022-01-06,5,0,2.5,4,0
2022-01-06,9,0,4.7,4,0
2022-01-06,4,10,0.0,4,0
2022-01-06,1,15,0.0,4,0
2022-01-06,9,0,15.6,4,0
2022-01-06,4,0,0.0,4,0
2022-01-06,5,0,9.3,4,0
2022-01-06,6,0,7.4,4,0
2022-01-06,3,0,0.0,4,0
2022-01-06,2,0,0.0,4,0
2022-01-06,8,0,4.1,4,0
2022-01-06,6,0,0.0,4,0
2022-01-06,1,0,0.0,4,0
2022-01-06,4,0,8.5,4,0
2022-01-06,3,0,10.7,4,0
2022-01-06,8,0,0.0,4,0
2022-01-06,8,0,9.7,4,0
2022-01-06,2,20,2.0,4,0
2022-01-06,3,0,5.2,4,0
2022-01-06,5,5,8.5,4,0
2022-01-06,10,0,0.0,4,0
2022-01-06,8,0,0.0,4,0
2022-01-06,1,0,19.0,4,0
2022-01-06,3,0,0.0,4,0
2022-01-06,1,0,11.0,4,0
2022-01-06,3,0,0.0,4,0
2022-01-06,6,0,3.2,4,0
2022-01-06,12,0,7.5,4,0
2022-01-06,1,20,9.7,4,0
2022-01-06,2,20,7.1,4,0
2022-01-06,3,15,10.7,4,0
2022-01-06,9,15,0.0,4,0
2022-01-06,4,0,0.0,4,0
2022-01-06,8,0,7.7,4,0
2022-01-06,7,0,0.0,4,0
2022-01-06,6,0,0.0,4,0
2022-01-07,3,0,0.0,0,0
2022-01-07,5,0,0.0,0,0
2022-01-07,2,10,3.9,0,0
2022-01-07,7,0,18.2,0,0
2022-01-07,6,0,7.1,0,0
2022-01-07,3,0,6.3,0,0
2022-01-07,9,0,3.4,0,0
2022-01-07,5,0,16.2,0,0
2022-01-07,1,0,17.7,0,0
2022-01-07,4,5,18.6,0,0
2022-01-07,5,0,0.0,0,0
2022-01-07,5,15,0.0,0,0
2022-01-07,6,0,0.0,0,0
2022-01-07,4,10,11.1,0,0
2022-01-07,8,0,13.5,0,0
2022-01-07,7,0,6.7,0,0
2022-01-07,9,0,1.8,0,0
2022-01-07,6,0,0.0,0,0
2022-01-07,8,0,0.0,0,0
2022-01-07,3,0,17.3,0,0
2022-01-07,2,10,0.0,0,0
2022-01-07,5,20,0.0,0,0
2022-01-07,6,0,0.0,0,0
2022-01-07,5,0,18.4,0,0
2022-01-07,10,0,0.0,0,0
2022-01-07,8,0,19.0,0,0
2022-01-07,6,5,0.0,0,0
2022-01-07,1,0,12.0,0,0
2022-01-07,2,15,0.0,0,0
2022-01-07,8,0,0.0,0,0
2022-01-07,7,0,9.0,0,0
2022-01-07,8,0,12.5,0,0
2022-01-07,9,0,9.4,0,0
2022-01-07,7,5,2.4,0,0
2022-01-07,4,0,7.7,0,0
2022-01-07,2,0,4.1,0,0
2022-01-07,2,0,0.0,0,0
2022-01-07,6,5,14.6,0,0
2022-01-07,6,0,0.0,0,0
2022-01-07,3,0,14.3,0,0
2022-01-07,3,0,0.0,0,0
2022-01-07,4,0,17.0,0,0
2022-01-08,9,0,8.0,2,0
2022-01-08,8,0,14.8,2,0
2022-01-08,4,0,8.1,2,0
2022-01-08,7,0,2.1,2,0
2022-01-08,5,0,5.6,2,0
2022-01-08,5,0,19.1,2,0
2022-01-08,14,0,17.6,2,0
2022-01-08,3,0,0.5,2,0
2022-01-08,7,15,13.6,2,0
2022-01-08,9,0,0.0,2,0
2022-01-08,10,0,0.0,2,0
2022-01-08,6,0,0.0,2,0
2022-01-08,9,0,8.3,2,0
2022-01-08,1,0,0.0,2,0
2022-01-08,9,0,15.0,2,0
2022-01-08,10,0,0.0,2,0
2022-01-08,9,0,7.1,2,0
2022-01-08,11,0,0.1,2,0
2022-01-08,4,10,0.0,2,0
2022-01-08,3,0,5.6,2,0
2022-01-08,5,10,17.5,2,0
2022-01-08,2,15,19.2,2,0
2022-01-08,6,20,0.0,2,0
2022-01-08,12,0,0.0,2,0
2022-01-08,0,0,0.0,2,0
2022-01-08,8,0,17.7,2,0
2022-01-08,11,10,18.2,2,0
2022-01-08,6,5,11.8,2,0
2022-01-08,11,5,18.6,2,0
2022-01-08,7,0,0.1,2,0
2022-01-08,7,0,0.0,2,0
2022-01-08,5,0,15.6,2,0
2022-01-08,5,0,0.0,2,0
2022-01-08,6,10,10.5,2,0
2022-01-08,3,20,0.0,2,0
2022-01-08,7,0,15.4,2,0
2022-01-08,3,0,0.0,2,0
2022-01-08,2,0,6.1,2,0
2022-01-08,5,0,2.6,2,0
2022-01-08,9,0,0.0,2,0
2022-01-08,5,0,0.0,2,0
2022-01-08,2,15,9.8,2,0
2022-01-09,3,15,0.0,3,0
2022-01-09,3,0,5.7,3,0
2022-01-09,7,0,11.1,3,0
2022-01-09,3,0,8.1,3,0
2022-01-09,7,0,0.0,3,0
2022-01-09,10,0,0.0,3,0
2022-01-09,7,0,11.8,3,0
2022-01-09,6,0,0.0,3,0
2022-01-09,7,0,0.0,3,0
2022-01-09,3,0,0.0,3,0
2022-01-09,10,0,15.9,3,0
2022-01-09,6,0,6.4,3,0
2022-01-09,4,15,6.1,3,0
2022-01-09,5,0,0.0,3,0
2022-01-09,3,0,6.9,3,0
2022-01-09,2,0,0.0,3,0
2022-01-09,2,0,1.8,3,0
2022-01-09,6,0,18.2,3,0
2022-01-09,13,0,17.7,3,0
2022-01-09,1,5,0.0,3,0
2022-01-09,5,15,0.0,3,0
2022-01-09,6,0,0.0,3,0
2022-01-09,5,20,0.0,3,0
2022-01-09,2,20,0.0,3,0
2022-01-09,10,0,0.0,3,0
2022-01-09,7,0,2.6,3,0
2022-01-09,10,15,0.0,3,0
2022-01-09,7,0,0.0,3,0
2022-01-09,10,0,11.0,3,0
2022-01-09,6,0,0.0,3,0
2022-01-09,5,10,0.2,3,0
2022-01-09,4,0,8.7,3,0
2022-01-09,3,0,7.3,3,0
2022-01-09,3,15,12.7,3,0
2022-01-09,9,15,0.0,3,0
2022-01-09,3,0,0.0,3,0
2022-01-09,5,0,5.1,3,0
2022-01-09,5,0,0.0,3,0
2022-01-09,2,0,0.0,3,0
2022-01-09,11,0,1.7,3,0
2022-01-09,4,20,3.8,3,0
2022-01-09,7,0,0.0,3,0
2022-01-10,3,0,18.3,1,0
2022-01-10,14,10,14.9,1,0
2022-01-10,7,0,0.0,1,0
2022-01-10,1,0,16.4,1,0
2022-01-10,7,0,0.0,1,0
2022-01-10,7,0,19.0,1,0
2022-01-10,4,0,0.0,1,0
2022-01-10,7,0,18.1,1,0
2022-01-10,6,20,12.0,1,0
2022-01-10,4,0,14.6,1,0
2022-01-10,4,0,7.8,1,0
2022-01-10,7,0,1.2,1,0
2022-01-10,5,0,0.0,1,0
2022-01-10,13,20,0.0,1,0
2022-01-10,8,10,0.0,1,0
2022-01-10,7,15,12.9,1,0
2022-01-10,9,5,19.0,1,0
2022-01-10,5,0,0.0,1,0
2022-01-10,4,0,0.0,1,0
2022-01-10,5,0,0.0,1,0
2022-01-10,5,15,0.0,1,0
2022-01-10,5,0,19.8,1,0
2022-01-10,3,15,0.0,1,0
2022-01-10,4,10,2.2,1,0
2022-01-10,6,0,10.2,1,0
2022-01-10,6,0,0.0,1,0
2022-01-10,5,0,0.0,1,0
2022-01-10,4,0,0.0,1,0
2022-01-10,3,0,0.0,1,0
2022-01-10,7,0,9.0,1,0
2022-01-10,4,0,0.0,1,0
2022-01-10,6,0,0.0,1,0
2022-01-10,5,0,0.0,1,0
2022-01-10,2,0,0.7,1,0
2022-01-10,3,10,19.5,1,0
2022-01-10,10,15,16.6,1,0
2022-01-10,7,0,0.0,1,0
2022-01-10,4,0,0.0,1,0
2022-01-10,4,5,1.5,1,0
2022-01-10,5,0,0.0,1,0
2022-01-10,3,0,19.9,1,0
2022-01-10,6,20,7.7,1,0
2022-01-11,3,0,14.7,5,0
2022-01-11,5,0,3.3,5,0
2022-01-11,3,0,0.0,5,0
2022-01-11,5,0,0.0,5,0
2022-01-11,4,0,3.3,5,0
2022-01-11,6,0,0.0,5,0
2022-01-11,5,0,0.0,5,0
2022-01-11,7,5,0.1,5,0
2022-01-11,4,0,0.0,5,0
2022-01-11,4,0,6.1,5,0
2022-01-11,5,0,18.2,5,0
2022-01-11,10,0,0.0,5,0
2022-01-11,3,10,0.0,5,0
2022-01-11,3,10,7.8,5,0
2022-01-11,6,0,0.0,5,0
2022-01-11,4,0,0.0,5,0
2022-01-11,1,0,18.3,5,0
2022-01-11,6,0,5.1,5,0
2022-01-11,1,15,0.0,5,0
2022-01-11,6,0,0.0,5,0
2022-01-11,8,0,0.0,5,0
2022-01-11,4,0,0.0,5,0
2022-01-11,6,0,0.0,5,0
2022-01-11,1,5,15.9,5,0
2022-01-11,4,20,0.0,5,0
2022-01-11,6,0,2.3,5,0
2022-01-11,5,0,0.0,5,0
2022-01-11,8,0,4.7,5,0
2022-01-11,3,0,6.0,5,0
2022-01-11,4,15,2.1,5,0
2022-01-11,7,10,9.2,5,0
2022-01-11,2,0,0.0,5,0
2022-01-11,7,0,18.1,5,0
2022-01-11,6,0,8.0,5,0
2022-01-11,6,0,17.6,5,0
2022-01-11,2,0,11.8,5,0
2022-01-11,9,0,14.6,5,0
2022-01-11,5,15,7.1,5,0
2022-01-11,4,0,0.0,5,0
2022-01-11,3,15,4.9,5,0
2022-01-11,7,0,10.4,5,0
2022-01-11,3,0,10.3,5,0
2022-01-12,3,0,16.7,6,0
2022-01-12,5,0,0.0,6,0
2022-01-12,8,0,0.0,6,0
2022-01-12,5,10,0.0,6,0
2022-01-12,6,0,0.0,6,0
2022-01-12,7,0,0.0,6,0
2022-01-12,4,0,0.0,6,0
2022-01-12,5,0,0.0,6,0
2022-01-12,3,0,0.0,6,0
2022-01-12,6,10,0.0,6,0
2022-01-12,3,0,0.0,6,0
2022-01-12,9,0,0.0,6,0
2022-01-12,2,0,10.9,6,0
2022-01-12,3,5,9.8,6,0
2022-01-12,4,0,0.0,6,0
2022-01-12,4,0,0.0,6,0
2022-01-12,4,0,15.6,6,0
2022-01-12,4,0,7.8,6,0
2022-01-12,5,0,0.0,6,0
2022-01-12,6,0,0.0,6,0
2022-01-12,9,0,15.0,6,0
2022-01-12,4,0,15.2,6,0
2022-01-12,4,0,19.8,6,0
2022-01-12,12,20,16.1,6,0
2022-01-12,7,0,0.0,6,0
2022-01-12,5,0,18.1,6,0
2022-01-12,6,0,16.2,6,0
2022-01-12,7,0,0.3,6,0
2022-01-12,5,0,16.0,6,0
2022-01-12,3,0,8.5,6,0
2022-01-12,7,0,9.7,6,0
2022-01-12,4,0,1.1,6,0
2022-01-12,7,0,19.4,6,0
2022-01-12,4,0,0.0,6,0
2022-01-12,7,0,0.0,6,0
2022-01-12,7,0,3.1,6,0
2022-01-12,8,15,16.0,6,0
2022-01-12,3,0,8.6,6,0
2022-01-12,5,0,15.7,6,0
2022-01-12,7,0,0.0,6,0
2022-01-12,8,5,0.0,6,0
2022-01-12,5,0,3.3,6,0
2022-01-13,5,0,12.5,4,0
2022-01-13,7,15,0.0,4,0
2022-01-13,8,0,16.0,4,0
2022-01-13,4,0,1.5,4,0
2022-01-13,8,0,0.0,4,0
2022-01-13,3,15,19.7,4,0
2022-01-13,5,0,0.0,4,0
2022-01-13,6,0,0.2,4,0
2022-01-13,2,10,6.6,4,0
2022-01-13,4,0,0.0,4,0
2022-01-13,6,10,8.6,4,0
2022-01-13,5,0,0.0,4,0
2022-01-13,4,0,0.0,4,0
2022-01-13,5,0,0.0,4,0
2022-01-13,5,10,5.3,4,0
2022-01-13,2,5,0.0,4,0
2022-01-13,3,0,0.0,4,0
2022-01-13,5,0,7.7,4,0
2022-01-13,5,5,2.7,4,0
2022-01-13,5,0,15.3,4,0
2022-01-13,7,0,0.0,4,0
2022-01-13,7,0,13.6,4,0
2022-01-13,3,0,4.3,4,0
2022-01-13,7,0,0.0,4,0
2022-01-13,4,15,0.0,4,0
2022-01-13,3,0,18.6,4,0
2022-01-13,7,0,0.0,4,0
2022-01-13,3,0,0.0,4,0
2022-01-13,4,15,0.0,4,0
2022-01-13,6,0,0.0,4,0
2022-01-13,2,0,5.4,4,0
2022-01-13,3,0,12.9,4,0
2022-01-13,6,0,0.0,4,0
2022-01-13,5,0,0.0,4,0
2022-01-13,2,5,0.0,4,0
2022-01-13,3,20,12.6,4,0
2022-01-13,11,0,3.5,4,0
2022-01-13,4,0,7.0,4,0
2022-01-13,5,0,8.4,4,0
2022-01-13,8,0,0.0,4,0
2022-01-13,1,0,1.3,4,0
2022-01-13,8,0,11.6,4,0
2022-01-14,9,0,0.0,0,0
2022-01-14,7,0,0.0,0,0
2022-01-14,3,5,0.0,0,0
2022-01-14,3,5,12.5,0,0
2022-01-14,5,0,0.0,0,0
2022-01-14,5,20,0.4,0,0
2022-01-14,4,0,8.2,0,0
2022-01-14,6,0,0.0,0,0
2022-01-14,7,0,19.9,0,0
2022-01-14,5,0,0.0,0,0
2022-01-14,7,0,5.0,0,0
2022-01-14,7,0,0.0,0,0
2022-01-14,7,0,0.0,0,0
2022-01-14,4,0,18.2,0,0
2022-01-14,2,0,9.0,0,0
2022-01-14,6,20,0.0,0,0
2022-01-14,3,0,16.2,0,0
2022-01-14,8,15,0.0,0,0
2022-01-14,4,0,0.0,0,0
2022-01-14,3,0,0.0,0,0
2022-01-14,6,0,0.0,0,0
2022-01-14,4,0,0.0,0,0
2022-01-14,4,0,0.0,0,0
2022-01-14,6,0,11.0,0,0
2022-01-14,7,5,19.3,0,0
2022-01-14,5,0,0.0,0,0
2022-01-14,5,5,0.0,0,0
2022-01-14,8,15,0.5,0,0
2022-01-14,4,15,0.0,0,0
2022-01-14,7,15,0.0,0,0
2022-01-14,7,0,0.0,0,0
2022-01-14,3,15,12.4,0,0
2022-01-14,6,0,0.0,0,0
2022-01-14,12,0,0.0,0,0
2022-01-14,6,0,0.0,0,0
2022-01-14,6,5,0.0,0,0
2022-01-14,2,0,0.0,0,0
2022-01-14,4,0,0.0,0,0
2022-01-14,3,0,1.2,0,0
2022-01-14,2,0,0.0,0,0
2022-01-14,6,0,0.0,0,0
2022-01-14,5,0,0.0,0,0
2022-01-15,6,0,11.7,2,0
2022-01-15,11,5,4.0,2,0
2022-01-15,9,0,4.3,2,0
2022-01-15,9,0,0.0,2,0
2022-01-15,7,10,17.8,2,0
2022-01-15,6,0,11.2,2,0
2022-01-15,6,20,0.0,2,0
2022-01-15,5,0,11.9,2,0
2022-01-15,7,20,0.0,2,0
2022-01-15,8,10,9.3,2,0
2022-01-15,7,15,0.0,2,0
2022-01-15,4,0,0.0,2,0
2022-01-15,2,0,9.3,2,0
2022-01-15,5,15,0.0,2,0
2022-01-15,3,0,0.0,2,0
2022-01-15,6,0,0.0,2,0
2022-01-15,8,20,15.1,2,0
2022-01-15,6,0,14.1,2,0
2022-01-15,4,0,10.2,2,0
2022-01-15,2,0,16.6,2,0
2022-01-15,5,0,0.0,2,0
2022-01-15,7,15,0.0,2,0
2022-01-15,3,0,0.0,2,0
2022-01-15,7,0,0.0,2,0
2022-01-15,3,15,16.3,2,0
2022-01-15,2,0,0.0,2,0
2022-01-15,7,0,0.0,2,0
2022-01-15,6,0,10.5,2,0
2022-01-15,6,0,0.0,2,0
2022-01-15,9,0,0.0,2,0
2022-01-15,5,0,1.0,2,0
2022-01-15,3,0,2.7,2,0
2022-01-15,9,0,0.0,2,0
2022-01-15,4,0,9.2,2,0
2022-01-15,3,0,0.0,2,0
2022-01-15,7,15,0.0,2,0
2022-01-15,10,0,0.0,2,0
2022-01-15,4,10,0.0,2,0
2022-01-15,10,0,0.0,2,0
2022-01-15,6,0,0.0,2,0
2022-01-15,10,0,2.3,2,0
2022-01-15,7,5,8.1,2,0
2022-01-16,2,0,16.0,3,0
2022-01-16,6,0,13.8,3,0
2022-01-16,12,0,17.2,3,0
2022-01-16,7,0,12.3,3,0
2022-01-16,2,0,0.0,3,0
2022-01-16,6,15,6.6,3,0
2022-01-16,7,0,0.2,3,0
2022-01-16,4,0,0.0,3,0
2022-01-16,9,0,13.5,3,0
2022-01-16,3,0,0.0,3,0
2022-01-16,0,15,13.9,3,0
2022-01-16,2,0,16.9,3,0
2022-01-16,5,20,11.5,3,0
2022-01-16,1,0,0.0,3,0
2022-01-16,6,0,8.5,3,0
2022-01-16,9,0,7.8,3,0
2022-01-16,5,0,2.1,3,0
2022-01-16,10,0,2.2,3,0
2022-01-16,7,0,0.0,3,0
2022-01-16,7,0,0.0,3,0
2022-01-16,3,0,0.0,3,0
2022-01-16,9,0,0.0,3,0
2022-01-16,7,0,8.5,3,0
2022-01-16,6,0,18.8,3,0
2022-01-16,7,0,0.0,3,0
2022-01-16,10,0,7.1,3,0
2022-01-16,2,10,3.8,3,0
2022-01-16,7,20,0.0,3,0
2022-01-16,6,20,10.9,3,0
2022-01-16,5,20,5.9,3,0
2022-01-16,4,0,0.0,3,0
2022-01-16,5,0,7.0,3,0
2022-01-16,5,0,15.8,3,0
2022-01-16,4,0,5.0,3,0
2022-01-16,6,0,8.9,3,0
2022-01-16,1,0,6.1,3,0
2022-01-16,3,0,9.9,3,0
2022-01-16,10,0,0.0,3,0
2022-01-16,6,5,0.0,3,0
2022-01-16,11,0,13.2,3,0
2022-01-16,10,0,14.6,3,0
2022-01-16,12,15,0.0,3,0
2022-01-17,7,0,0.0,1,0
2022-01-17,3,10,10.9,1,0
2022-01-17,9,0,0.0,1,0
2022-01-17,3,0,1.1,1,0
2022-01-17,3,0,0.0,1,0
2022-01-17,6,0,0.0,1,0
2022-01-17,7,0,17.6,1,0
2022-01-17,4,0,2.7,1,0
2022-01-17,9,0,0.0,1,0
2022-01-17,5,0,0.0,1,0
2022-01-17,4,0,0.0,1,0
2022-01-17,8,0,0.0,1,0
2022-01-17,6,0,0.0,1,0
2022-01-17,6,0,0.0,1,0
2022-01-17,7,10,18.0,1,0
2022-01-17,4,0,0.0,1,0
2022-01-17,5,0,19.0,1,0
2022-01-17,8,0,0.0,1,0
2022-01-17,6,0,16.9,1,0
2022-01-17,4,0,0.0,1,0
2022-01-17,3,0,0.0,1,0
2022-01-17,7,5,1.1,1,0
2022-01-17,4,15,0.0,1,0
2022-01-17,4,0,15.6,1,0
2022-01-17,9,0,1.8,1,0
2022-01-17,5,0,17.3,1,0
2022-01-17,3,15,0.0,1,0
2022-01-17,4,0,0.0,1,0
2022-01-17,3,5,12.7,1,0
2022-01-17,8,0,1.8,1,0
2022-01-17,12,0,0.0,1,0
2022-01-17,3,0,0.0,1,0
2022-01-17,8,0,16.3,1,0
2022-01-17,8,0,0.0,1,0
2022-01-17,6,10,0.0,1,0
2022-01-17,6,0,2.7,1,0
2022-01-17,1,20,16.0,1,0
2022-01-17,4,15,0.0,1,0
2022-01-17,4,0,0.0,1,0
2022-01-17,4,0,0.0,1,0
2022-01-17,5,10,0.0,1,0
2022-01-17,6,0,13.9,1,0
2022-01-18,5,15,0.0,5,0
2022-01-18,5,0,10.5,5,0
2022-01-18,6,0,2.5,5,0
2022-01-18,6,0,12.0,5,0
2022-01-18,3,0,0.0,5,0
2022-01-18,3,5,0.0,5,0
2022-01-18,6,0,0.0,5,0
2022-01-18,2,20,13.3,5,0
2022-01-18,4,0,7.2,5,0
2022-01-18,6,0,13.1,5,0
2022-01-18,10,15,0.0,5,0
2022-01-18,3,0,0.0,5,0
2022-01-18,5,10,0.0,5,0
2022-01-18,6,0,18.3,5,0
2022-01-18,3,0,7.9,5,0
2022-01-18,2,0,0.0,5,0
2022-01-18,7,0,12.2,5,0
2022-01-18,6,5,0.0,5,0
2022-01-18,8,0,0.0,5,0
2022-01-18,7,0,3.5,5,0
